id	total	mutual	mutualT	single	singleT
98179269	341	325	19	16	1
190744781	47	14	3	33	6
166658727	31	13	0	18	3
164083208	32	21	0	11	1
11094752	26	14	7	12	3
23354464	148	129	36	19	3
17349334	18	14	7	4	2
28239575	36	23	6	13	3
145417314	19	18	1	1	0
113120256	18	11	4	7	5
15524880	64	50	11	14	0
23777006	86	73	15	13	3
16366946	16	11	6	5	2
61046885	41	39	6	2	0
126729739	56	37	13	19	6
102842752	53	43	11	10	4
92888727	25	17	3	8	1
39567723	22	20	2	2	0
32400087	13	11	0	2	1
32959035	28	17	4	11	2
117880386	25	10	1	15	4
24741653	84	59	14	25	8
69192510	36	22	9	14	4
18298854	30	10	1	20	2
25865963	24	19	1	5	0
17175277	5011	3736	459	1275	177
27988838	133	113	30	20	3
14354457	643	419	125	224	39
96425436	23	20	3	3	0
20269751	11	8	3	3	1
217071065	57	25	12	32	12
85920292	605	299	26	306	35
57420838	29	22	3	7	0
20393250	25	8	4	17	4
9545162	81	58	11	23	8
78745126	49	27	9	22	6
32552821	753	702	119	51	14
26187030	19	15	3	4	0
207744051	41	9	5	32	14
73021703	51	30	9	21	4
186841914	92	70	14	22	6
23721590	22	7	2	15	4
99858535	184	143	15	41	3
37730373	29	21	12	8	4
22850207	37	17	12	20	7
19795758	84	54	12	30	8
24733117	8513	8290	991	223	32
26599757	16	5	2	11	5
81951023	1243	1087	158	156	19
10771632	97	82	16	15	4
220591053	48	44	15	4	1
89049014	54	24	3	30	7
17175284	15	6	2	9	3
11578182	14	11	2	3	1
10887482	12	7	4	5	2
16316044	13	6	1	7	2
75105297	77	34	20	43	15
68453204	20	18	4	2	1
16936058	25	18	5	7	6
28806265	52	43	7	9	4
26156002	3247	2360	278	887	67
64124141	64	32	3	32	3
58705997	16	16	5	0	0
217894695	22	15	4	7	1
18338376	26	12	3	14	7
38550646	210	159	22	51	8
89364165	99	31	10	68	12
14101662	15	9	3	6	1
22978571	13	13	4	0	0
34406400	38	19	0	19	2
134260196	26	11	2	15	4
19414326	46	33	8	13	4
9545142	14	10	4	4	1
18407893	95	55	13	40	11
19933320	32	19	4	13	0
66279099	64	36	2	28	4
34089763	17	13	8	4	3
15660396	31	8	2	23	6
16366931	24	12	4	12	2
23538722	42	32	6	10	1
14171601	29	20	3	9	7
79738845	11	7	0	4	1
224634229	17	8	2	9	1
101312255	343	294	24	49	6
20606415	40	18	9	22	9
190760843	47	37	5	10	0
17349381	322	315	60	7	0
18897882	30	29	2	1	0
27949750	32	32	5	0	0
119947974	127	25	2	102	12
119126596	28	13	1	15	4
37801407	61	46	9	15	2
14572312	17	10	1	7	1
135590102	12	7	1	5	3
19850846	73	16	5	57	15
58566869	628	415	82	213	39
16936076	139	94	40	45	19
15653552	32	30	12	2	1
19402238	244	5	2	239	23
23361971	20	18	2	2	1
107742853	15	15	1	0	0
62692856	11	8	2	3	2
257196893	18	16	1	2	1
26604634	5029	716	41	4313	205
142536983	239	228	31	11	3
40522867	92	84	14	8	1
276580606	688	665	42	23	3
56290581	1939	1735	101	204	18
174828611	26	10	3	16	5
24695928	41	32	5	9	0
80761583	102	95	20	7	1
15877493	15	9	3	6	0
58615325	13	8	3	5	2
100824964	24	21	6	3	3
28884496	24	20	4	4	2
71328309	125	75	16	50	9
72665444	65	47	10	18	3
136727517	28	15	0	13	2
173664737	57	7	2	50	4
31118213	25	20	1	5	2
161592664	176	156	18	20	4
47967263	12	11	3	1	0
48468225	14	10	1	4	0
14098577	46	41	9	5	0
46768019	221	218	27	3	0
30008126	30	14	4	16	5
132854614	41	19	2	22	3
156514654	21	14	3	7	2
106498533	81	62	11	19	5
79574688	249	189	19	60	11
271601888	24	19	2	5	2
17745169	43	26	3	17	4
186288233	11	10	5	1	0
213946324	61	19	4	42	9
39149382	210	142	13	68	2
112516122	20	18	2	2	1
115513921	85	28	6	57	11
145340005	49	24	5	25	6
14354476	17	16	9	1	0
44296317	37	12	4	25	4
202960360	45	17	9	28	12
35464163	64	31	0	33	2
27988812	15	7	3	8	2
14188041	41	18	5	23	8
200728415	53	18	3	35	8
42210409	43	24	1	19	2
31374794	40	32	7	8	1
24967445	169	146	22	23	5
122173829	59	26	4	33	8
44247586	128	75	13	53	7
221475779	19	10	4	9	2
97780194	586	559	12	27	5
15653526	15	8	4	7	3
17531529	45	22	4	23	6
101050444	652	576	84	76	13
88024866	27	22	1	5	1
122143621	604	561	85	43	3
22107142	58	34	11	24	10
41720316	21	15	2	6	0
26543142	17	8	2	9	2
234006435	17	12	3	5	2
232363104	100	33	8	67	18
256350140	15	10	1	5	1
175603556	110	109	3	1	0
66444518	15	15	1	0	0
34006989	68	62	10	6	2
112520567	42	22	4	20	8
6199302	44	27	13	17	5
26894682	26	14	8	12	4
21399376	2450	2430	280	20	3
24792657	26	13	2	13	2
181174466	22	11	2	11	1
116822130	61	52	4	9	1
77067349	26	20	5	6	2
8364532	582	328	117	254	57
86413896	37	29	3	8	0
59286379	312	128	13	184	12
4380921	178	141	34	37	7
19542953	27	19	3	8	3
16316220	20	17	5	3	0
24830731	12	4	1	8	1
90594829	33	9	3	24	7
89289516	41	30	9	11	4
46470891	2270	666	98	1604	122
45961574	3679	2362	342	1317	101
19998836	2988	1861	135	1127	41
166169535	59	17	6	42	20
111714558	17	10	4	7	2
28699150	44	19	4	25	4
17514574	48	35	22	13	4
15919836	296	254	43	42	5
53303878	1405	1311	140	94	9
19909137	30	13	3	17	2
18245767	82	46	14	36	14
66475157	20	19	1	1	0
255265306	27	20	1	7	1
16366756	206	176	28	30	4
14605248	102	98	21	4	2
134907650	32	18	5	14	4
19025293	106	16	10	90	28
216787668	37	37	4	0	0
43132502	110	77	29	33	15
245579712	36	12	2	24	2
282415450	44	19	2	25	3
15258318	91	86	17	5	0
14354767	111	101	20	10	3
14339685	28	28	9	0	0
50528205	843	528	197	315	62
21330739	17	17	1	0	0
83338681	20	11	2	9	2
26599837	23	14	4	9	3
21380922	184	122	10	62	3
115844919	17	9	3	8	0
19542927	16	10	3	6	3
214568433	24	13	2	11	3
14605231	17	17	3	0	0
137558035	26	14	8	12	4
16366742	17	13	5	4	2
106469791	31	21	2	10	5
61339204	37	9	1	28	8
105823001	2083	1772	224	311	16
36570916	81	25	3	56	3
95300430	906	839	144	67	3
16278462	110	101	15	9	1
31169812	17	12	6	5	2
6525412	57	44	10	13	4
18178768	407	374	51	33	4
64078967	28	17	7	11	4
82995108	38	15	1	23	4
14572486	35	19	7	16	3
24222153	49	20	8	29	4
26248534	21	17	5	4	0
9094012	68	62	26	6	2
36805325	27	16	1	11	1
71659063	15	11	3	4	4
34013767	316	298	51	18	2
66026516	18	16	8	2	1
138191572	108	103	16	5	0
14171566	26	14	5	12	4
268557549	141	118	8	23	1
124227483	42	17	2	25	1
33023014	173	87	0	86	4
14861876	34	28	5	6	2
4380971	13	6	3	7	3
21884888	23	17	8	6	3
264624695	19	15	4	4	1
158165583	30	16	1	14	2
44872853	29	17	6	12	7
62846459	37	18	0	19	4
28896849	33	21	0	12	3
17169571	20	16	4	4	0
201077170	163	160	28	3	0
20425093	98	80	13	18	4
291548016	66	43	0	23	2
190428992	54	48	18	6	1
81894325	30	18	5	12	5
13519712	34	25	9	9	2
95692590	23	13	4	10	2
30995579	17	11	6	6	2
16017468	13	4	1	9	2
58820252	43	16	3	27	3
121609782	28	23	4	5	0
54920918	58	52	5	6	0
15258342	28	26	6	2	0
17931992	17	14	1	3	2
167249132	95	82	17	13	2
109448971	14	9	6	5	1
21104715	21	12	5	9	2
19006854	33	19	3	14	1
97342760	3357	2876	362	481	56
24806994	60	17	3	43	15
20401812	145	124	16	21	5
31073195	34	12	3	22	6
77285333	92	21	2	71	3
245713819	79	8	0	71	12
227154825	13	7	0	6	0
103006172	28	25	7	3	0
16017472	49	37	8	12	3
53289699	74	61	1	13	1
19875548	182	134	37	48	8
16095565	78	64	22	14	7
26894629	13	11	3	2	1
162391664	92	52	13	40	5
19276503	5061	4234	518	827	59
24792635	12	11	2	1	1
9094032	24	11	1	13	1
45477346	11	10	2	1	0
17767259	137	131	1	6	1
255961040	45	38	4	7	1
17370624	41	26	14	15	6
9267362	13	7	2	6	3
152014837	491	441	53	50	4
59973064	29	28	5	1	0
15982239	12	11	0	1	1
139360298	30	12	1	18	3
1812881	24	13	6	11	4
16278410	24	14	2	10	0
210949504	63	50	16	13	2
89053595	30	18	8	12	4
75314847	549	545	58	4	0
67109871	13	10	3	3	1
173863072	41	34	7	7	1
11148162	42	31	12	11	3
43091203	859	523	76	336	11
14572477	11	6	4	5	2
16020307	38	24	5	14	3
31463299	13	12	3	1	0
110829243	16	9	2	7	1
155607713	65	59	6	6	0
25142349	660	608	68	52	5
68636334	25	13	2	12	0
22507902	39	29	14	10	3
17370630	11	8	0	3	0
9267372	335	275	52	60	9
122224115	19	12	6	7	0
12654772	18	13	4	5	4
73746664	47	22	5	25	7
233030461	159	153	13	6	1
40083091	15	8	4	7	2
12806362	11	9	4	2	0
24741812	41	35	8	6	5
92351780	78	45	3	33	5
17364058	13	9	2	4	1
16157289	25	13	7	12	3
93536582	64	7	1	57	1
114510108	76	69	8	7	2
197397932	377	188	15	189	8
20925854	53	31	1	22	5
273208875	75	62	8	13	1
32798127	37	18	2	19	5
55432333	17	7	3	10	6
79319224	3013	2848	301	165	1
86076504	36	13	4	23	9
125239110	1940	1306	109	634	43
31381683	35	7	3	28	14
14238000	13	8	4	5	3
14437015	46	24	8	22	5
17370643	18	14	4	4	1
19875592	26	21	1	5	1
71356237	41	18	7	23	6
122490976	325	324	42	1	0
16460746	148	126	17	22	5
21093710	24	14	3	10	4
20172939	27	19	5	8	1
247055727	13	10	0	3	0
66797073	12	9	3	3	0
54642254	76	58	8	18	2
168815068	54	45	0	9	0
23653503	62	18	6	44	8
37667548	14	13	3	1	0
64649669	61	27	6	34	12
17068108	34	24	9	10	5
24777294	25	15	5	10	5
11371752	42	26	9	16	7
90552847	22	17	6	5	1
6059842	129	98	23	31	7
17582617	582	522	92	60	9
168726332	63	51	5	12	5
250430509	123	114	2	9	0
18043015	41	14	2	27	3
54754247	28	25	5	3	1
192801729	61	36	5	25	7
14347124	20	10	6	10	4
227516881	135	120	24	15	6
26670642	40	18	4	22	11
94478127	101	81	8	20	0
82900648	32	31	22	1	1
18456792	21	14	4	7	2
43941378	32	30	2	2	0
16460766	24	15	7	9	3
28896828	49	30	2	19	3
20536103	25	10	3	15	4
31463266	33	19	3	14	3
137144855	18	12	1	6	0
20536106	21	14	7	7	2
23040306	457	131	2	326	6
38274794	46	39	11	7	5
9458552	14	11	3	3	0
57104173	41	29	6	12	3
75569734	18	12	3	6	4
97578756	27	10	3	17	7
11041262	27	22	9	5	1
22786486	26	17	3	9	1
16478966	81	50	16	31	8
51755339	75	45	4	30	1
18858916	104	75	22	29	10
20479819	12	11	6	1	1
121255014	31	16	5	15	0
14944192	24	18	4	6	3
17477817	222	207	43	15	4
17356019	25	17	8	8	2
14083697	14	4	3	10	3
62945512	67	59	10	8	1
112849197	85	42	19	43	18
61687757	23	12	4	11	5
36382074	43	23	4	20	3
48718526	60	51	10	9	2
64835606	29	12	3	17	5
16300241	65	34	4	31	0
20536124	414	397	72	17	3
27546579	20	15	12	5	3
167545376	48	46	6	2	0
25406572	18	14	6	4	1
15281694	59	32	6	27	7
17068146	5026	1371	109	3655	258
43743671	13	7	1	6	1
23404296	34	29	4	5	0
16157222	25	9	1	16	8
23660109	11	11	7	0	0
57529401	24	19	7	5	1
14529695	13	10	8	3	1
21231663	37	26	9	11	2
28757139	17	16	5	1	0
16634820	20	12	6	8	6
193017887	19	10	1	9	1
7975132	118	110	44	8	1
269301312	117	17	3	100	15
24695651	22	13	2	9	4
77840247	67	44	14	23	5
41720099	14	14	2	0	0
117669673	33	8	3	25	7
9496922	12	7	4	5	4
20479873	26	8	1	18	2
4380901	43	38	14	5	1
15826984	78	39	8	39	14
14833257	61	45	20	16	6
17829193	34	34	2	0	0
20736915	87	45	13	42	13
123109141	11	9	2	2	0
275145918	1567	606	38	961	47
171751707	85	34	5	51	9
14451981	13	11	2	2	1
33334770	11	6	0	5	2
106135938	22	16	1	6	0
13119862	3268	2858	509	410	71
105719331	29	13	3	16	4
250868109	42	21	1	21	2
21093778	30	17	4	13	2
91709167	1364	1336	138	28	1
185835547	17	8	0	9	2
20479863	18	16	6	2	0
42446588	76	45	7	31	6
17514511	44	27	7	17	2
40880938	12	12	2	0	0
14339648	60	21	5	39	7
167589992	52	52	5	0	0
10364212	5370	2360	360	3010	228
23784873	45	20	3	25	10
135060873	26	12	0	14	2
64432090	90	62	15	28	5
28843296	84	49	15	35	4
111739030	23	9	5	14	7
117525444	157	120	18	37	8
41609933	80	22	2	58	12
117467586	47	22	6	25	6
62285950	209	180	26	29	4
22548497	45	27	8	18	2
214106196	87	39	4	48	2
15323962	537	475	48	62	8
102031209	37	26	1	11	0
26010595	34	20	3	14	2
41368982	70	25	1	45	1
19892300	22	12	3	10	4
38002230	63	26	1	37	2
13843082	20	19	4	1	0
10615882	17	10	3	7	0
184888863	20	18	8	2	0
222173944	24	16	1	8	1
74747596	26	15	2	11	4
98290570	15	14	2	1	0
3084251	1020	589	137	431	43
55855745	70	58	6	12	2
109674379	82	61	4	21	3
19933480	325	268	46	57	7
216211471	18	13	2	5	1
38449898	125	61	23	64	16
79218153	145	124	16	21	0
44148491	41	15	2	26	16
39597046	42	26	8	16	5
16629529	17	12	3	5	0
260764110	26	12	2	14	3
227567609	59	45	0	14	1
51250684	32	22	9	10	2
34021712	27	25	5	2	1
95056928	20	11	4	9	5
73574608	87	65	15	22	5
245908683	406	374	40	32	4
15020631	202	194	37	8	1
16415242	801	380	100	421	62
35576007	23	14	1	9	0
82433	19	19	10	0	0
17068052	31	24	8	7	4
21927908	25	14	1	11	1
80934172	80	69	12	11	2
115440206	57	49	16	8	2
35986223	78	55	12	23	3
20930848	90	45	7	45	10
21503220	29	22	11	7	2
15020669	345	259	24	86	2
22253	28	21	6	7	0
24073440	28	24	16	4	2
14673991	19	16	7	3	1
57874488	37	24	1	13	0
14634376	75	49	15	26	7
57529340	31	19	6	12	7
94380957	351	309	38	42	6
75707054	81	28	3	53	8
21729155	20	8	2	12	2
17395130	39	30	8	9	1
120085165	92	80	10	12	0
12250332	19	13	5	6	1
13936882	21	9	3	12	1
18298943	18	9	3	9	5
26528348	16	11	0	5	3
16020290	15	8	2	7	2
178902049	101	99	28	2	2
107808585	391	336	28	55	5
6562232	21	17	8	4	1
18988940	47	32	14	15	7
15281621	76	66	24	10	2
24921850	211	204	27	7	1
121912145	27	17	2	10	1
55671434	14	4	0	10	2
39030366	165	132	21	33	2
59160401	410	380	67	30	1
89260600	12	9	4	3	2
35241769	221	83	12	138	11
11053612	308	181	1	127	5
151858442	15	14	5	1	0
15524948	103	101	17	2	0
203486388	15	9	0	6	0
45379104	290	264	24	26	1
21074498	46	37	11	9	3
277368467	43	37	6	6	1
72930190	41	19	7	22	13
17477775	624	363	45	261	23
200201422	33	19	15	14	9
267596007	58	39	6	19	3
121345186	13	11	4	2	2
34687146	669	639	87	30	1
23327961	26	26	5	0	0
62148040	24	15	2	9	4
17531205	176	175	84	1	0
125423182	11	8	2	3	0
39947994	32	17	7	15	7
15505094	14	11	5	3	3
99920355	13	11	8	2	0
11436592	43	20	11	23	10
19795696	51	44	8	7	2
84337194	81	68	7	13	1
125771930	38	29	4	9	2
14872759	25	18	2	7	1
33438221	194	182	31	12	2
21843378	100	97	14	3	0
976501	48	48	9	0	0
15645643	44	34	8	10	2
23625681	54	35	8	19	5
174911298	547	533	68	14	0
72576465	13	10	1	3	1
18094559	15	9	0	6	1
15877580	25	18	4	7	1
14083629	24	15	7	9	3
34245208	21	14	1	7	2
125955811	44	22	3	22	2
42073680	46	43	1	3	0
117467564	32	21	5	11	5
17575176	19	14	2	5	2
88573197	12	11	1	1	0
10220942	230	180	52	50	13
95920420	19	10	4	9	2
191095781	56	21	2	35	4
34777343	29	24	9	5	1
14872784	51	42	21	9	2
21927954	66	40	19	26	9
52852085	92	78	2	14	1
22030942	69	68	18	1	0
120664577	77	22	3	55	9
31325105	35	22	1	13	3
56797512	99	79	8	20	2
20651502	19	6	1	13	3
23404356	64	34	11	30	8
14483832	179	63	9	116	7
29435063	31	13	8	18	6
73231838	49	45	5	4	0
130560284	287	253	30	34	4
15877571	26	15	3	11	3
28253654	67	8	3	59	17
89796314	45	29	6	16	4
86005103	23	23	2	0	0
122277862	17	14	1	3	0
96160045	34	15	5	19	5
44662617	14	14	4	0	0
129788662	73	66	7	7	3
82654319	69	68	14	1	1
1979291	53	38	10	15	5
124263069	23	12	4	11	2
33588810	18	17	4	1	0
177899853	24	13	6	11	3
121126539	11	10	5	1	1
27333690	91	77	11	14	3
41149912	39	29	3	10	2
14083633	17	12	4	5	1
105683190	17	12	1	5	1
102121795	22	15	4	7	2
234043502	556	141	13	415	20
18338061	1421	1016	247	405	69
22850120	2001	937	188	1064	122
42086565	30	12	4	18	2
298538867	48	19	1	29	4
38116835	20	11	4	9	4
40498531	23	10	3	13	4
22204768	23	15	4	8	3
83249960	51	22	3	29	7
296514908	31	7	2	24	3
18373967	35	12	3	23	8
123669235	63	30	3	33	12
9683812	111	70	31	41	16
31184726	14	8	3	6	2
15965991	11	8	2	3	2
14572453	20	15	5	5	3
56872314	19	11	5	8	5
15505053	29	12	1	17	4
22946305	31	15	3	16	2
166387487	115	90	15	25	4
53183157	25	17	9	8	2
35069056	22	10	2	12	6
204070295	36	14	4	22	5
655343	66	22	7	44	7
20930899	23	9	3	14	3
38449811	19	11	6	8	2
29831602	117	104	8	13	1
83249974	48	22	6	26	7
40522527	26	8	1	18	4
106498661	55	24	6	31	8
16692057	554	403	62	151	31
15524929	75	66	13	9	1
17284263	259	231	36	28	5
200703796	114	45	6	69	5
11670602	23	20	10	3	1
18583771	19	11	4	8	1
20205271	112	39	7	73	9
169990711	12	6	3	6	3
39002610	24	22	1	2	0
22507819	74	40	1	34	2
28033970	65	53	6	12	2
97273864	13	7	2	6	1
180015406	24	7	2	17	4
15919765	20	10	2	10	3
38739261	51	27	6	24	3
133018779	57	25	6	32	3
160579941	1602	1367	314	235	48
41479866	152	141	23	11	1
31591438	16	13	2	3	1
24958722	14	10	4	4	1
34847330	5017	1244	175	3773	434
144075820	65	65	9	0	0
164574095	52	44	10	8	2
24958718	116	95	16	21	3
16882122	14	5	3	9	0
22794709	108	103	16	5	0
65174274	42	36	10	6	1
47751940	1223	772	102	451	39
18203691	12	9	3	3	1
97966219	83	56	4	27	0
175671984	34	26	4	8	3
21566766	41	32	12	9	2
14642038	12	6	1	6	2
21843321	17	13	2	4	0
22460678	42	30	8	12	3
76744566	57	50	12	7	2
40740750	14	6	1	8	1
15495171	4307	1744	287	2563	341
59902781	103	44	9	59	16
31591469	31	16	5	15	4
119935658	35	26	10	9	2
23625617	34	13	3	21	6
258533308	87	48	0	39	2
22689938	49	18	2	31	10
254721161	132	116	18	16	4
51401041	127	99	14	28	3
67965934	50	16	11	34	10
40905067	52	18	5	34	16
103942994	29	19	4	10	3
48142120	32	15	9	17	7
20283837	23	10	3	13	6
16270082	356	312	43	44	3
18203621	20	16	5	4	1
88235732	45	28	3	17	3
24270418	15	13	4	2	1
24034186	23	13	5	10	1
32226082	264	227	40	37	11
655313	18	11	5	7	1
156693977	65	26	8	39	6
21970787	525	255	60	270	36
268596529	32	15	5	17	4
960021	26	8	2	18	7
144010582	806	720	86	86	11
20809475	22	11	6	11	3
18608320	14	11	2	3	1
54412709	54	39	8	15	4
69326985	332	307	35	25	4
27686670	21	21	9	0	0
99163864	110	32	1	78	5
112800900	99	55	10	44	16
32226098	133	131	13	2	0
25060866	22	8	1	14	3
18927763	69	51	15	18	6
16366816	33	25	10	8	2
19398394	23	20	9	3	2
171039378	21	16	1	5	0
21479049	58	22	5	36	9
113839119	30	22	1	8	0
17508107	20	19	2	1	0
23526614	105	83	9	22	7
11697932	29	20	9	9	3
41137621	679	123	6	556	37
50227506	68	47	18	21	2
210674261	18	10	1	8	3
39755719	35	26	9	9	1
7565312	19	16	4	3	1
141256778	19	17	5	2	1
14444798	16	12	3	4	1
136029221	57	33	3	24	3
15495186	26	17	9	9	1
16366826	40	35	4	5	1
7933492	14	12	8	2	0
63937809	19	12	1	7	0
25977665	46	15	3	31	4
198391274	20	14	4	6	2
284879582	63	29	1	34	1
18298980	44	22	1	22	3
24222204	21	10	2	11	3
116607758	34	25	6	9	1
40522554	72	62	10	10	2
33814259	17	8	1	9	1
19933416	30	23	9	7	3
49883344	46	20	6	26	9
17349043	24	19	1	5	3
23147239	35	26	3	9	1
71328460	181	131	26	50	19
64264727	35	18	4	17	10
23147244	21	11	6	10	6
14075026	13	6	0	7	2
258079547	83	78	20	5	0
17745058	94	66	9	28	6
152778690	55	32	3	23	2
27901820	21	9	3	12	5
17284219	18	11	1	7	0
112505204	1001	971	162	30	3
15767400	60	49	13	11	3
122460998	13	10	2	3	1
132522699	17	13	4	4	2
197708128	168	129	18	39	2
14944241	400	270	87	130	33
59518665	16	11	8	5	4
59286470	19	12	3	7	1
68492218	3749	3174	611	575	138
46436795	44	10	1	34	12
44703427	13	7	2	6	1
23962180	19	15	9	4	3
34301478	14	11	1	3	0
16278591	12	9	1	3	1
9094122	33	22	6	11	6
14714736	17	13	5	4	0
25142266	53	11	1	42	5
31499775	44	16	3	28	7
18622210	33	26	9	7	2
18313118	34	16	0	18	5
16366629	326	316	56	10	2
40157244	17	7	0	10	0
36446402	11	10	3	1	0
17370711	17	16	7	1	0
74006408	49	22	3	27	6
59518652	169	67	20	102	10
30733062	18	13	2	5	1
257068354	47	39	4	8	1
18245667	19	3	2	16	5
24270475	298	276	41	22	3
208641843	48	42	7	6	1
7877572	26	19	5	7	1
91385372	22	11	3	11	4
190380037	28	12	3	16	3
26085971	42	31	5	11	0
89077180	34	11	6	23	7
14210415	28	24	5	4	2
20925925	36	28	3	8	2
271765998	16	11	1	5	3
21843512	42	26	4	16	3
15767417	144	127	23	17	3
216843419	106	44	6	62	4
227530744	22	22	6	0	0
67242558	40	25	4	15	3
33581846	48	19	0	29	7
30770138	13	9	2	4	0
20479766	15	7	1	8	0
12040432	41	40	13	1	0
194644771	30	15	1	15	3
57785792	37	30	7	7	2
158532130	14	14	1	0	0
40076313	24	10	4	14	2
141574769	22	9	5	13	6
126721733	18	12	1	6	3
20484809	36	23	9	13	6
49952654	28	21	7	7	4
201582044	30	21	1	9	1
18313170	21	5	2	16	3
29203579	26	9	2	17	3
37038101	15	9	1	6	4
44148506	19	18	1	1	0
78386543	3566	3103	418	463	37
46331918	86	76	14	10	3
71379814	47	27	4	20	3
135553948	58	26	7	32	9
59339980	25	14	7	11	5
69314821	20	9	3	11	5
41962111	2002	526	105	1476	195
7094722	76	75	17	1	0
111627160	13	5	2	8	6
89530210	48	35	5	13	3
99024579	92	41	10	51	18
39446165	36	34	2	2	0
24222057	12	10	4	2	0
10666	46	40	15	6	2
103505566	263	132	2	131	5
24029110	28	27	4	1	0
132060136	74	27	4	47	13
67004976	1527	1407	181	120	18
93004200	23	13	4	10	4
166366628	19	8	0	11	0
21630656	27	20	4	7	0
20545925	155	132	40	23	9
58863509	31	19	7	12	2
239604170	21	21	6	0	0
88108918	17	16	2	1	0
14101812	1642	1067	65	575	19
32226259	209	198	33	11	0
70209240	63	38	6	25	5
16157175	60	36	9	24	6
37801685	38	13	4	25	10
124816474	53	27	1	26	9
23386664	70	54	6	16	0
193816139	12	10	4	2	0
240803533	60	20	9	40	12
59518688	26	18	5	8	0
72971011	244	215	28	29	4
56732683	41	20	8	21	10
133940638	20	7	1	13	1
111406190	15	14	2	1	0
253554906	14	12	3	2	0
29831594	50	38	5	12	2
214357276	25	16	2	9	2
279164084	672	62	18	610	93
47654683	203	183	34	20	2
106800532	22	14	7	8	2
14171439	27	21	4	6	2
66948301	38	28	3	10	0
166169694	20	18	7	2	0
20610187	11	6	3	5	2
227147290	52	47	16	5	1
62209728	34	20	2	14	2
19299927	17	7	3	10	6
22188825	772	471	79	301	34
20545979	18	9	2	9	2
66251950	708	703	61	5	0
26967571	95	83	5	12	3
16571541	421	305	57	116	14
21534910	230	18	1	212	21
16300393	127	113	34	14	2
73567830	46	29	15	17	9
15767493	44	43	6	1	0
197486164	38	10	3	28	5
157136248	41	20	4	21	2
37380995	49	40	7	9	1
21231796	22	19	6	3	0
24057743	77	21	10	56	15
16617389	17	9	2	8	2
10334952	38	36	10	2	0
17150655	11	7	2	4	1
29234462	1884	982	144	902	85
17931865	12	11	4	1	0
144218606	789	674	171	115	6
256709547	61	14	2	47	1
36995549	42	20	11	22	8
58392319	11	11	3	0	0
17582758	305	281	50	24	1
118600913	96	87	14	9	4
23102754	134	121	20	13	3
13119702	19	9	2	10	3
168718923	32	11	5	21	10
102759346	950	652	119	298	47
15281592	129	91	40	38	17
74643239	36	19	7	17	4
11299792	2171	1737	350	434	36
141057092	23	12	5	11	3
62908808	32	31	4	1	0
114054725	22	16	1	6	0
14171454	21	12	3	9	4
73294021	27	26	2	1	0
48718432	17	10	4	7	2
33230132	59	22	6	37	7
37818969	59	37	4	22	3
21534930	495	86	11	409	24
14544868	15	15	3	0	0
21380866	105	80	21	25	7
26338251	75	53	17	22	8
220241490	53	43	5	10	4
245176485	44	21	2	23	3
20606175	11	8	3	3	0
22203	27	18	11	9	2
228943230	36	10	4	26	7
200163287	33	19	2	14	3
38351196	98	71	12	27	6
13388952	162	100	27	62	6
21208475	15	11	1	4	1
124075036	46	37	5	9	1
290868400	48	21	2	27	2
58693944	57	26	4	31	2
185568072	16	11	1	5	1
16668771	71	63	21	8	3
17720561	2447	2395	346	52	11
19013583	58	18	7	40	3
10681882	65	47	9	18	2
49399124	31	30	12	1	0
34817576	81	72	6	9	1
73145800	47	36	4	11	2
18059626	31	17	7	14	2
2588731	31	22	8	9	3
262827399	36	24	2	12	0
17575084	132	75	17	57	11
111965055	41	14	4	27	13
17829264	145	135	32	10	1
55666556	165	152	23	13	3
180571790	67	43	8	24	9
82131401	22	16	1	6	1
17635001	13	12	3	1	0
19025102	34	16	6	18	7
34228291	394	146	22	248	30
14861702	22	15	9	7	4
25683482	44	43	2	1	0
17477728	45	20	5	25	4
20545950	17	13	4	4	2
23660270	26	18	2	8	3
221390502	88	47	8	41	4
212971754	45	24	2	21	2
19844859	37	16	7	21	6
94241832	15	11	0	4	1
262399649	46	16	2	30	6
18456630	316	257	37	59	6
15888196	29	22	3	7	0
78977284	98	97	21	1	0
75140247	31	11	1	20	2
23102728	25	21	11	4	2
15877727	147	141	18	6	0
189942910	70	30	14	40	15
43577143	16	8	1	8	0
20456985	30	20	8	10	4
24119111	53	37	0	16	2
10565952	47	21	5	26	5
58549728	118	56	5	62	8
103671541	66	33	1	33	1
19013566	41	17	1	24	2
58820180	33	16	6	17	3
233797778	96	17	2	79	11
29659336	26	9	2	17	4
65182550	1392	1330	168	62	16
32189252	55	26	3	29	7
20610124	145	138	28	7	0
14833389	34	26	13	8	4
47551588	35	23	10	12	4
22634833	71	36	12	35	13
268673749	95	52	4	43	3
81967241	17	16	3	1	0
146276050	45	17	5	28	6
75847648	31	17	2	14	3
18566788	23	17	4	6	1
89837668	77	32	4	45	9
218566970	97	32	4	65	7
17006948	12	9	2	3	1
16300355	49	45	15	4	2
105510091	293	277	27	16	4
27044466	24	16	2	8	1
26528205	23	19	4	4	1
93141230	204	195	32	9	1
189970451	99	33	4	66	4
95323832	161	149	3	12	0
168815152	49	26	4	23	6
18245613	57	24	7	33	4
16300365	93	73	11	20	6
14802142	23	7	2	16	5
16300367	994	604	100	390	48
46495519	18	12	2	6	1
196067156	29	29	5	0	0
80127648	29	24	6	5	1
