id	total	mutual	mutualT	single	singleT
33754186	463	446	74	17	3
54796040	31	17	1	14	4
17474472	158	131	28	27	5
23876625	18	16	4	2	0
789286	14	9	3	5	3
41914846	46	41	17	5	3
128848948	2795	2742	197	53	2
20749011	30	15	6	15	2
43119167	41	32	3	9	5
15442118	18	12	5	6	2
14844867	28	24	10	4	1
17901022	16	14	3	2	0
117883267	373	242	43	131	7
18487873	32	14	8	18	4
25549998	38	32	6	6	1
18451465	58	45	14	13	4
20810952	63	50	7	13	4
131728519	64	61	9	3	0
58588119	112	96	24	16	3
52731199	125	111	11	14	0
63504081	302	229	33	73	10
138556943	111	37	10	74	17
24435333	27	22	5	5	2
230929931	44	19	0	25	3
153106163	18	8	2	10	2
222338014	14	7	3	7	4
14690921	83	58	25	25	8
202876404	15	11	3	4	1
202685333	52	49	5	3	0
255506695	34	16	3	18	5
164833320	42	34	6	8	3
191863250	20	5	1	15	5
75352925	173	157	16	16	0
22238117	20	10	3	10	5
70048712	31	19	3	12	5
137219261	97	30	5	67	7
202097185	45	14	0	31	4
40270183	13	6	2	7	2
1912101	465	325	70	140	13
9425292	48	45	16	3	1
18569491	24	20	4	4	0
16463452	40	37	10	3	0
12732222	14	12	8	2	1
14941588	139	118	44	21	6
25134360	40	27	5	13	2
17762947	18	14	1	4	0
42606529	70	50	15	20	3
185215027	34	12	1	22	3
46144907	58	43	17	15	2
60812034	319	292	39	27	1
208071445	72	52	17	20	7
26964874	34	31	6	3	1
14690913	20	13	0	7	3
21071176	11	4	3	7	4
38508676	29	20	6	9	2
255227135	113	101	21	12	4
93471270	4487	3785	487	702	79
42316521	35	17	3	18	7
43304965	29	9	2	20	6
230895696	44	17	0	27	1
244159710	45	18	3	27	3
75645487	199	167	29	32	9
6265452	158	129	27	29	6
1912121	12	10	5	2	0
198480369	33	31	4	2	0
191148524	38	12	2	26	6
21296278	69	36	9	33	8
295638366	98	93	5	5	2
30929979	49	40	4	9	0
34047005	23	10	2	13	7
14455356	16	11	3	5	2
45753924	15	12	3	3	3
119407793	18	12	1	6	1
82729409	1376	466	41	910	40
30904141	211	202	34	9	3
108463627	31	11	1	20	2
170085163	34	27	3	7	2
23971755	13	10	5	3	1
43375503	34	23	6	11	1
74256491	33	28	7	5	0
103121266	28	21	4	7	1
25401345	50	48	7	2	0
14088200	21	15	3	6	0
204500041	95	54	11	41	7
151666221	20	16	4	4	0
51938054	84	51	6	33	5
1651101	23	19	12	4	2
20063453	108	101	22	7	1
76157757	28	11	1	17	1
8217092	39	31	10	8	3
64408873	18	10	5	8	3
14888044	776	183	44	593	62
38301434	15	13	3	2	2
100363423	19	10	2	9	2
5533302	1202	956	208	246	32
44881028	72	45	16	27	4
111409734	229	209	28	20	2
18224379	90	51	19	39	15
28001910	24	15	1	9	0
15950144	56	34	4	22	5
64212534	22	14	2	8	0
65331111	30	15	3	15	1
35868325	41	41	7	0	0
12167022	41	34	13	7	2
115135989	25	18	3	7	3
19405520	525	321	41	204	9
258223711	1803	1796	105	7	1
20929117	80	50	10	30	7
231478908	28	21	9	7	0
15232374	22	12	5	10	1
15710384	11	2	1	9	6
42619943	39	30	2	9	1
37256956	84	47	15	37	13
46136037	24	15	6	9	3
89185851	85	72	18	13	4
30095125	21	13	3	8	0
135943388	31	14	3	17	4
18451400	27	18	3	9	3
18840616	44	16	3	28	1
180121180	56	17	8	39	12
23837138	70	19	0	51	10
24843439	820	756	43	64	9
14455321	22	12	2	10	3
29730601	19	10	2	9	2
171299777	67	39	15	28	14
15530567	61	44	17	17	4
29628143	21	11	3	10	1
69400703	61	16	5	45	12
36174923	62	59	9	3	0
91131199	139	122	8	17	3
7348592	52	29	8	23	5
218611190	23	23	3	0	0
270548273	202	159	8	43	1
15193399	60	41	5	19	3
14092619	12	11	5	1	0
15166574	13	9	1	4	1
38301417	1333	1264	85	69	7
18492948	53	7	2	46	7
39578627	30	6	0	24	4
46212723	68	43	12	25	11
61837551	54	44	12	10	2
42676754	163	123	12	40	1
81368886	17	17	3	0	0
35054302	19	5	1	14	6
33718372	2147	1520	159	627	58
18825798	32	12	6	20	8
28042152	64	64	1	0	0
59578036	80	24	3	56	3
25146772	24	11	1	13	8
52501839	29	21	4	8	1
132604358	34	30	4	4	0
76646959	280	144	13	136	11
189262954	20	13	4	7	2
264333474	49	39	5	10	3
95584185	42	42	3	0	0
22805741	13	10	2	3	3
5485342	64	49	16	15	8
84326353	30	20	5	10	1
19068685	21	10	3	11	6
14160702	153	82	22	71	16
22426525	13	12	2	1	1
14160701	24	15	4	9	1
59952719	24	11	2	13	3
20140605	22	10	1	12	3
46212733	1997	986	62	1011	45
13121392	17	10	4	7	2
34027555	13	9	3	4	2
19993516	12	11	3	1	1
22059471	428	303	44	125	6
14909968	13	12	4	1	0
58739437	70	69	14	1	0
97513869	201	98	21	103	11
41441624	53	39	13	14	5
199726258	63	60	12	3	0
213115373	51	29	6	22	8
111705405	43	43	6	0	0
15430505	2469	1885	390	584	74
66504422	621	577	101	44	7
15530523	33	25	7	8	2
265556583	13	8	1	5	1
88714086	48	21	5	27	6
178474906	25	23	4	2	0
185500437	53	21	5	32	8
22191634	20	9	3	11	4
18209381	278	239	24	39	7
18209384	62	35	8	27	12
28671914	11	8	1	3	0
24482792	89	75	13	14	1
26368154	22	15	7	7	3
13969142	16	10	4	6	1
277586483	62	21	3	41	7
61565958	23	20	2	3	1
197562778	13	12	1	1	0
46802042	56	9	1	47	10
91929726	15	14	3	1	0
20868413	44	37	13	7	2
17838136	15	8	4	7	0
197942843	1133	1100	143	33	1
177986639	121	113	27	8	4
102695819	37	12	4	25	3
36833827	43	33	14	10	1
165321556	30	18	4	12	2
41301304	33	8	1	25	6
239658645	71	24	9	47	6
19015036	146	78	11	68	11
14494598	315	209	26	106	18
18014941	59	57	5	2	0
45154782	55	27	4	28	6
23018534	56	16	3	40	7
24827669	158	26	0	132	4
68783768	22	13	6	9	3
16560810	768	417	115	351	43
23967421	21	14	6	7	4
69701503	13	13	3	0	0
124320874	214	188	42	26	3
103714709	15	8	3	7	2
16560828	56	39	11	17	4
16560829	11	10	2	1	0
207707006	22	9	4	13	3
28375600	22	15	5	7	1
74184436	12	12	2	0	0
35755426	76	30	2	46	11
29767037	65	40	7	25	3
32475674	13	8	1	5	1
2728591	28	22	9	6	3
1546211	50	14	2	36	3
8226992	15	14	5	1	1
22805784	19	11	5	8	1
197116217	15	15	3	0	0
22660932	17	12	4	5	0
36330234	93	78	11	15	0
152275121	48	24	5	24	3
206930398	18	14	6	4	1
172637421	13	12	3	1	0
16245522	14	11	4	3	1
274822168	24	11	4	13	3
26368116	13	11	2	2	0
31233119	24	6	3	18	5
181958722	25	15	10	10	5
44930028	28	17	2	11	2
23787430	17	13	1	4	1
30410483	15	10	1	5	1
177742196	45	40	7	5	1
67992374	12	12	3	0	0
74908797	105	88	18	17	6
19464658	19	13	7	6	2
80713755	42	39	5	3	0
17026122	34	15	7	19	12
23837186	642	526	52	116	13
23450584	79	52	23	27	8
24913120	67	31	16	36	16
39834120	16	11	3	5	2
23699321	15	13	7	2	2
76163947	12	6	2	6	0
52548492	33	7	1	26	8
188374611	13	7	2	6	4
124320857	37	28	4	9	3
14216160	116	68	8	48	6
91378709	41	28	5	13	0
53279420	50	29	3	21	1
41441667	141	107	26	34	8
268361637	41	15	6	26	10
100514021	261	214	34	47	12
82879988	30	15	2	15	2
22660997	24	13	5	11	6
227083583	539	521	76	18	2
18119333	635	577	149	58	12
119707055	18	5	0	13	4
271002116	36	22	5	14	5
30691383	33	24	1	9	3
234888801	32	17	4	15	5
20679558	132	111	17	21	4
29350763	63	18	3	45	6
77061739	242	111	7	131	12
88752225	40	29	4	11	1
16305672	80	78	7	2	1
163497338	1485	1360	187	125	22
15804397	26	19	5	7	0
30290679	15	14	2	1	0
37852719	16	8	4	8	4
26596415	19	17	3	2	1
62138912	21	21	5	0	0
27934445	28	17	5	11	4
30258466	52	29	9	23	4
13109512	52	26	3	26	2
7599982	58	53	16	5	0
36038038	53	37	7	16	3
221212928	409	184	18	225	4
179673662	39	10	1	29	8
19329168	23	18	6	5	1
208237742	15	15	4	0	0
25297108	16	15	5	1	1
16305634	27	9	3	18	10
24298528	31	12	5	19	7
56178936	13	12	3	1	1
118856398	53	11	2	42	9
23620437	4064	3586	493	478	72
1920941	11	8	1	3	0
33725979	30	27	3	3	0
74256569	17	7	1	10	3
18014996	162	93	13	69	16
51658981	36	19	0	17	0
26454522	31	30	4	1	0
16404703	46	36	9	10	1
14455278	22	10	4	12	4
18253257	109	88	29	21	11
9667272	59	20	8	39	13
40267916	15	12	4	3	1
94192514	51	15	5	36	16
28030540	14	8	3	6	2
16424201	24	15	1	9	2
76260154	27	21	5	6	2
30290657	110	103	20	7	0
86465713	695	576	45	119	9
14434490	31	10	4	21	11
58520492	23	12	3	11	5
68888515	289	286	33	3	1
31000797	77	53	8	24	3
15950203	16	10	3	6	3
19464696	17	10	8	7	2
147254997	29	18	5	11	5
36297359	18	11	6	7	2
188563636	22	22	10	0	0
22298776	16	15	3	1	0
56800684	48	24	8	24	10
91184772	24	23	1	1	0
39500974	23	9	5	14	2
74830764	12	7	2	5	1
144702434	46	10	5	36	8
19329198	587	166	45	421	106
24605911	11	10	1	1	0
19101479	11	6	4	5	2
102649105	38	18	5	20	8
140431053	57	51	4	6	0
98526243	67	61	9	6	0
20541478	26	15	3	11	4
104349641	84	57	8	27	8
67082367	45	28	3	17	2
17294404	12	9	1	3	1
79387376	14	11	3	3	1
30921358	31	31	3	0	0
16560892	463	284	52	179	19
92384145	23	20	7	3	0
54280254	36	26	7	10	2
64956868	1205	1191	90	14	0
16404772	14	9	3	5	2
127716133	27	24	1	3	1
36220671	34	21	7	13	2
16560897	926	546	117	380	25
25823482	41	34	4	7	0
26812104	21	8	1	13	7
28936194	15	6	1	9	2
64119466	17	12	0	5	2
193518827	210	105	6	105	4
31122250	43	16	3	27	3
28332729	40	16	6	24	5
141629842	69	50	0	19	2
57539649	21	14	5	7	3
60607007	14	6	2	8	4
46520165	274	45	7	229	22
91521035	82	55	12	27	11
15159312	34	19	3	15	5
22868457	356	321	30	35	3
134296060	11	11	2	0	0
18787563	20	14	3	6	0
180273672	32	7	0	25	3
154322429	69	15	5	54	7
14246088	23	13	4	10	2
147381931	21	15	3	6	5
33754258	47	28	6	19	4
17901061	166	139	20	27	2
80462805	785	763	70	22	3
67497155	21	12	3	9	1
52295390	31	23	6	8	5
30480229	47	24	4	23	2
154392166	48	12	4	36	11
182417800	2329	1645	217	684	0
21429508	28	17	6	11	0
25474438	29	23	4	6	2
15356198	16	9	4	7	1
76120249	67	59	6	8	2
19093523	41	40	8	1	0
92156449	26	15	6	11	3
1383301	30	16	7	14	3
163239437	19	14	0	5	0
17328282	34	28	14	6	2
23113938	361	30	6	331	32
30792788	72	68	4	4	0
288042637	35	8	1	27	0
152916242	25	15	0	10	2
73307386	16	6	1	10	6
43426686	34	32	11	2	0
16154373	69	54	4	15	1
28375695	11	7	4	4	2
10507582	182	165	26	17	3
57539687	38	12	8	26	14
16560842	11	11	5	0	0
173284149	101	76	7	25	1
218920693	16	6	2	10	3
17474545	168	109	4	59	7
15294861	59	29	8	30	11
268298290	35	8	3	27	6
41861237	20	10	4	10	5
40086403	55	38	5	17	1
14949823	51	35	16	16	7
25944146	1941	794	49	1147	49
86838464	284	238	23	46	9
133778427	100	54	9	46	5
35912266	19	11	6	8	4
166281763	22	9	3	13	3
15294869	30	23	5	7	1
36538386	49	25	4	24	6
15679582	24	16	5	8	4
63885407	58	26	2	32	6
14299765	28	19	10	9	4
23450527	29	12	3	17	6
30005725	13	7	1	6	0
12481152	23	14	5	9	1
17542077	56	8	4	48	8
249922675	42	13	0	29	7
130250053	21	10	1	11	2
110717074	88	38	6	50	7
15732063	25	23	4	2	0
11032732	11	9	1	2	0
48784345	57	24	12	33	13
114584383	32	20	5	12	4
236576910	31	30	9	1	0
16933584	33	9	0	24	6
35839443	1173	1080	129	93	12
15134393	11	5	2	6	2
15294881	32	24	5	8	2
116592311	60	36	0	24	5
17474527	87	55	12	32	11
50755171	99	87	15	12	4
15227570	12	7	0	5	1
27514822	1199	323	18	876	67
23450558	11	7	3	4	3
14678158	20	17	6	3	3
22868401	61	32	5	29	6
278183223	36	26	4	10	1
34492690	11	6	1	5	3
155653191	124	115	15	9	0
23949378	14	10	3	4	0
30792755	27	13	4	14	3
162805587	872	300	43	572	38
15683705	53	41	17	12	4
17328223	26	18	9	8	1
15679564	296	235	54	61	7
96165230	32	21	8	11	3
33100563	34	15	8	19	4
65117624	867	300	43	567	43
141219606	48	39	4	9	0
16121074	30	14	4	16	8
115256824	22	11	1	11	3
38629846	712	452	36	260	19
14176701	55	37	16	18	6
26610649	109	44	1	65	6
39562714	29	29	1	0	0
2356741	22	21	6	1	0
97067449	27	20	6	7	3
12481172	16	15	2	1	0
108403404	45	13	0	32	5
15732042	15	9	2	6	1
221668636	82	20	2	62	8
37988069	13	7	0	6	2
14229846	38	38	6	0	0
104723366	49	34	1	15	1
9270242	16	14	5	2	0
42903234	117	36	0	81	5
17686146	20	10	2	10	5
25285740	62	42	12	20	6
17071473	29	15	4	14	5
9051952	22	14	4	8	2
67949684	84	60	2	24	4
28485177	22	13	6	9	3
16433746	12	9	5	3	0
15093157	30	16	4	14	4
22059385	44	40	9	4	0
91012001	20	10	0	10	4
231652326	732	228	19	504	30
245902934	11	9	5	2	2
28305955	22	11	5	11	3
29327596	24	19	5	5	0
28332544	83	62	7	21	4
64008708	114	87	12	27	6
6516012	15	10	3	5	2
62954682	23	22	6	1	1
37588863	25	18	0	7	1
36873853	110	49	2	61	3
43916988	28	21	6	7	0
39091563	449	250	65	199	38
51240742	45	23	3	22	5
70036903	671	207	41	464	62
25399182	49	43	10	6	1
85778782	20	8	0	12	1
33468795	436	399	24	37	3
18487952	17	9	3	8	3
19977456	46	20	7	26	9
14176750	70	42	2	28	2
125465003	49	39	6	10	1
13680742	133	126	11	7	1
18487959	40	30	10	10	2
34614673	18	16	4	2	0
37808656	89	71	9	18	3
26422645	42	38	6	4	2
205803	29	15	4	14	5
118216051	243	44	0	199	6
21960593	56	27	2	29	3
30541294	45	34	13	11	3
16280273	32	22	10	10	4
102823902	25	20	3	5	0
47940737	362	200	4	162	11
83295631	78	35	4	43	2
268608995	70	65	4	5	3
134432406	63	17	0	46	4
7348612	18	14	1	4	2
20753736	1247	1064	151	183	26
61317660	15	12	1	3	1
237596183	15	11	0	4	1
105265019	42	37	8	5	1
24330112	22	18	3	4	1
14092518	54	46	22	8	2
28664921	14	14	1	0	0
15950084	11	1	0	10	6
283620613	1723	636	97	1087	76
179212570	16	9	3	7	5
31545749	11	7	2	4	2
95445844	75	64	18	11	4
15294947	17	8	2	9	5
30792855	20	13	2	7	3
54113544	68	58	5	10	1
29063765	13	9	4	4	2
164763809	55	30	4	25	3
297240816	11	10	2	1	0
67402927	33	13	2	20	5
17869334	1435	888	119	547	52
78184234	19	11	4	8	4
202568092	296	276	53	20	1
17112747	29	13	3	16	3
28719166	26	23	2	3	1
7509892	38	11	4	27	4
237088046	41	32	2	9	2
17322877	21	11	7	10	6
160927311	21	11	2	10	6
49395836	25	22	8	3	1
18487980	105	95	21	10	2
27077070	19	15	0	4	2
1436551	35	27	6	8	3
241244353	40	36	3	4	2
274105329	65	57	6	8	1
17947972	18	6	2	12	3
146088764	33	31	5	2	1
17247912	23	5	1	18	3
256878268	43	28	2	15	0
50812651	93	33	1	60	7
38476739	89	73	6	16	3
21587149	41	28	21	13	9
272681019	28	19	1	9	4
233905588	97	51	6	46	2
14246055	73	40	13	33	8
94839019	126	71	13	55	5
22242893	17	15	1	2	0
19360020	43	39	13	4	2
278030009	25	15	3	10	1
58992274	46	39	22	7	5
136137195	28	18	2	10	0
150453287	22	16	1	6	0
81721351	16	14	2	2	0
57399820	45	9	1	36	4
11732982	22	20	5	2	1
236335630	54	25	0	29	4
41436605	50	42	10	8	1
31219520	17	10	2	7	2
155177996	2219	1998	108	221	10
18771278	22	14	5	8	4
225615965	150	130	20	20	4
789396	34	33	4	1	0
145523041	28	18	4	10	2
9135742	37	30	12	7	2
37464230	1021	993	62	28	0
38770171	651	115	22	536	37
115700247	143	36	3	107	3
148761935	150	132	18	18	3
55184301	101	89	10	12	2
10791122	60	10	3	50	19
93705486	97	73	12	24	3
84152520	53	13	3	40	24
178700478	25	16	1	9	2
208071599	28	20	6	8	0
238436305	141	120	8	21	1
16154353	629	248	39	381	22
220699224	59	16	0	43	1
14578117	11	6	4	5	4
95695186	60	31	13	29	19
42299651	34	19	2	15	1
36492548	45	19	1	26	3
116012370	16	14	1	2	0
27077046	39	15	3	24	4
44892033	14	9	4	5	0
31607103	16	10	2	6	0
198623773	46	19	4	27	6
47355903	58	14	0	44	4
46697498	25	11	4	14	3
107298728	110	97	11	13	2
179364498	81	79	15	2	0
175019651	81	32	9	49	13
243341029	38	24	6	14	1
282675061	71	30	5	41	6
14246019	22	17	8	5	0
20638270	46	28	6	18	5
19977432	17	9	7	8	4
265641536	11	5	1	6	0
30095096	24	21	1	3	2
19068747	43	21	6	22	4
18150775	28	18	6	10	3
34925813	65	34	7	31	8
21548051	39	31	6	8	2
164006248	139	125	10	14	1
14479946	16	11	6	5	3
111710312	43	43	12	0	0
76926745	62	43	11	19	5
52295289	23	13	7	10	2
14479940	159	128	41	31	9
229268424	20	4	1	16	4
44939930	36	31	7	5	0
16665943	11	6	3	5	2
273717865	79	34	11	45	19
67698842	65	50	19	15	6
5533442	15	10	6	5	1
18569340	25	10	7	15	8
19685086	616	463	105	153	14
103500996	11	6	1	5	2
19545593	71	64	15	7	2
256714350	137	83	15	54	10
9643812	48	20	4	28	6
15777728	28	14	4	14	6
94116927	41	38	2	3	1
17808932	88	73	21	15	4
18681680	44	30	18	14	8
21666373	15	4	2	11	2
42817679	33	15	2	18	3
12466572	31	9	2	22	10
7348672	45	37	9	8	1
30044823	13	9	2	4	2
41436650	42	29	8	13	6
19068760	17	16	2	1	1
23278146	311	157	14	154	12
109314937	28	16	4	12	4
260441594	196	173	20	23	0
18569350	20	17	4	3	2
270548127	34	27	6	7	2
73261844	34	18	2	16	3
25369792	17	16	7	1	1
92852223	26	10	0	16	4
17231997	15	7	3	8	3
14455467	147	123	21	24	7
72614514	17	4	1	13	5
70873799	534	271	23	263	19
16895448	290	236	35	54	9
186170399	38	14	9	24	10
30258667	54	28	4	26	10
100782381	1249	1194	128	55	10
26964973	30	14	2	16	0
1912251	16	12	3	4	1
146309504	22	10	2	12	4
39525554	159	90	34	69	22
12370632	22	7	2	15	5
38172927	29	25	10	4	1
17014773	31	20	6	11	4
169582292	73	64	6	9	0
88773577	12	10	4	2	1
16463326	18	17	6	1	0
143399757	12	10	1	2	0
27880832	38	27	12	11	4
7614002	19	15	8	4	2
204589921	31	18	0	13	1
1823571	742	676	134	66	19
18743414	11	8	3	3	1
205137241	48	15	1	33	9
122735543	22	11	3	11	3
52592400	136	71	12	65	6
71259486	16	12	7	4	1
20724120	74	38	3	36	9
21587135	27	12	4	15	2
14434424	67	59	27	8	2
237088024	88	34	11	54	16
17924401	60	45	10	15	5
160949672	22	21	2	1	0
7912692	58	57	18	1	0
81156989	691	671	163	20	0
26023304	812	717	133	95	13
23699240	69	30	7	39	12
50003608	13	10	3	3	0
15255666	536	319	61	217	15
23523103	71	68	7	3	0
19767398	59	41	17	18	3
61094487	66	53	7	13	3
177766848	14	10	6	4	2
18023829	19	17	5	2	0
176373802	89	18	3	71	11
15286136	54	30	8	24	7
168510762	163	154	40	9	2
22949841	64	39	16	25	15
61352356	46	44	6	2	0
17178424	1959	596	38	1363	108
22805637	26	17	2	9	3
256132864	156	138	15	18	1
249476062	32	22	2	10	0
80647417	51	42	4	9	2
25967742	17	8	1	9	1
237899524	30	20	3	10	0
14455431	38	17	3	21	4
243144079	105	6	2	99	6
74212315	26	16	6	10	4
18126056	69	58	20	11	5
51226743	18	12	4	6	1
55086598	13	4	0	9	0
14344573	70	48	11	22	8
22714565	21	15	2	6	2
270548166	43	11	7	32	13
74038500	17	12	6	5	2
36392440	19	10	1	9	1
33999280	68	34	8	34	3
22059352	19	14	1	5	0
61094466	14	13	1	1	0
18825668	53	43	21	10	2
101125754	18	18	2	0	0
59308101	1979	437	71	1542	141
35061073	21	21	2	0	0
37290583	103	32	2	71	11
99227256	32	27	6	5	1
16145876	22	17	3	5	2
6226232	1161	437	92	724	91
146512673	104	22	7	82	10
43036643	16	14	1	2	1
40283487	11	7	4	4	2
21938697	207	182	33	25	6
54393807	23	10	4	13	3
213735924	50	16	6	34	15
109988399	29	19	2	10	2
19405407	2118	1765	286	353	40
23351946	24	18	2	6	1
17963711	62	29	10	33	8
117172406	85	23	4	62	8
163980526	31	19	9	12	8
119164766	14	7	3	7	4
147055962	14	8	0	6	1
70187117	21	11	4	10	2
188037079	37	17	4	20	6
104371090	289	83	4	206	13
22555965	45	37	3	8	1
76876053	24	17	1	7	0
52482758	16	8	2	8	1
130531924	30	8	3	22	11
58770508	11	10	4	1	1
44474058	22	22	1	0	0
174017413	15	12	6	3	3
169115069	34	19	4	15	2
182896899	38	25	2	13	3
136428981	37	31	2	6	0
35611119	66	21	8	45	14
68626034	50	49	6	1	0
15811874	138	116	35	22	2
29723068	39	29	6	10	3
66920568	22	22	1	0	0
61270767	12	11	9	1	1
182896891	35	17	4	18	1
46573982	15	11	4	4	1
15756703	47	30	4	17	2
15339574	34	13	8	21	6
6148822	13	12	4	1	1
127570303	11	11	3	0	0
125682909	135	83	8	52	2
16252295	72	57	36	15	8
68776060	11	8	2	3	2
163094126	61	57	8	4	0
27677589	37	14	4	23	7
130531949	12	6	0	6	1
232636358	80	8	1	72	9
15777679	70	39	4	31	5
139873225	13	9	5	4	2
1051731	141	131	51	10	5
15193400	41	23	6	18	4
14385258	22	12	8	10	4
176944853	90	67	13	23	7
971661	56	45	10	11	3
30814368	17	11	5	6	0
7765732	12	7	1	5	2
21236978	65	50	16	15	4
222029241	35	15	0	20	3
17137119	12	10	5	2	0
46544715	35	23	8	12	2
34375707	20	14	3	6	2
78049961	21	19	9	2	1
10203812	34	28	10	6	1
243446713	26	13	1	13	2
76646928	664	568	55	96	12
59324194	411	309	33	102	3
206386082	48	21	0	27	2
134230233	470	251	12	219	16
23111636	26	14	8	12	3
36330347	128	119	24	9	1
94347220	24	15	0	9	1
47130248	65	36	7	29	7
34312227	161	122	32	39	8
61837472	21	20	5	1	0
1324441	46	36	15	10	4
15683682	20	16	5	4	0
6265382	16	8	2	8	2
33067963	810	388	28	422	35
129169330	91	48	0	43	2
245036818	11	9	0	2	0
119641350	45	29	1	16	0
28363995	1849	1294	235	555	73
260441656	188	162	17	26	1
27399110	217	86	2	131	1
12384352	27	25	9	2	1
36353377	63	47	5	16	5
160774482	14	10	4	4	2
61309563	14	7	4	7	5
291377262	107	69	1	38	1
15430616	780	473	84	307	53
19185333	32	3	1	29	6
198017501	31	24	6	7	0
207321948	17	10	2	7	1
86073096	25	12	7	13	3
217158511	43	24	2	19	3
217233307	64	23	3	41	8
47003071	16	13	5	3	1
36259086	12	9	0	3	0
14876369	18	12	5	6	3
271629784	32	10	2	22	6
99716532	19	0	0	19	3
17838014	94	67	34	27	9
5533502	1197	473	144	724	105
124903450	32	26	2	6	0
123740584	28	19	6	9	0
34432459	48	18	2	30	6
19056388	12	10	5	2	0
62461168	47	33	4	14	3
31000695	16	10	6	6	3
16265140	71	49	24	22	12
82241936	163	72	13	91	6
20541337	39	29	7	10	3
17404471	444	337	78	107	19
17918324	31	20	8	11	5
40305997	52	15	7	37	7
87509782	455	408	41	47	4
87207875	29	13	0	16	2
15850958	17	17	8	0	0
17808958	321	265	52	56	6
21429674	2000	963	140	1037	123
20541341	12	7	2	5	0
28114049	11	9	1	2	0
20541329	36	34	13	2	0
167146162	24	17	4	7	1
147169947	43	32	5	11	0
221858356	23	13	4	10	4
21930338	27	15	5	12	4
16895418	27	13	7	14	6
17877327	25	17	2	8	4
215068504	42	26	0	16	1
25190711	12	11	3	1	0
15683674	25	21	10	4	4
9548712	93	53	13	40	3
30290770	13	8	3	5	1
234415232	44	11	0	33	5
30921410	47	34	11	13	8
76419355	38	33	6	5	1
50224073	15	13	2	2	0
144612867	86	48	3	38	7
195562500	30	29	2	1	0
102149866	73	34	11	39	7
28800425	31	16	4	15	4
148203617	925	826	97	99	11
19185382	22	20	10	2	0
119500318	34	20	3	14	4
24562477	47	31	7	16	1
14876317	12	7	1	5	2
18209455	131	98	22	33	10
38508537	40	35	6	5	2
116645553	22	13	1	9	1
14160883	20	11	7	9	3
29479208	568	512	84	56	11
27118262	23	16	5	7	4
33865159	24	15	5	9	5
32363519	64	39	6	25	4
16265114	23	16	6	7	3
142927523	13	7	2	6	3
12384312	47	31	14	16	4
23620332	13	11	8	2	2
15811909	15	9	2	6	3
18743453	28	11	6	17	4
66877187	70	35	1	35	10
137807946	150	147	19	3	1
14216298	58	54	16	4	1
17918338	20	17	4	3	0
161773002	45	34	3	11	4
15756685	78	52	10	26	9
213827923	30	14	6	16	4
185522124	45	13	2	32	3
24908188	64	57	11	7	0
123331543	13	9	3	4	2
76028001	26	17	3	9	7
16727749	224	180	45	44	13
189758090	27	16	0	11	3
21922603	179	147	29	32	2
18119467	24	12	2	12	1
18787613	13	9	5	4	1
5210841	2930	2667	561	263	37
46685913	46	16	8	30	13
35645104	16	14	2	2	0
102383499	11	9	2	2	1
193215114	131	111	32	20	3
14805705	21	13	2	8	3
88761916	46	22	10	24	11
27094495	12	9	5	3	3
33076468	32	27	4	5	1
53089666	29	17	5	12	8
39826573	26	15	1	11	2
217146933	30	29	8	1	0
23488606	29	11	5	18	6
40994937	37	22	1	15	1
28375564	36	30	9	6	0
102556216	123	24	5	99	7
17071512	5066	3733	513	1333	119
21490831	157	138	8	19	1
190772248	41	24	10	17	8
96428187	40	16	3	24	5
80698009	15	9	2	6	0
132098925	11	8	3	3	1
110466429	33	32	10	1	1
121691170	56	20	5	36	6
25687817	23	19	7	4	3
11567502	65	58	18	7	2
36441238	17	15	5	2	1
20679498	47	43	11	4	0
17433166	12	9	6	3	3
119443265	27	10	4	17	11
200890075	50	20	11	30	9
22064428	41	36	5	5	1
70040425	209	178	74	31	6
204776475	22	15	2	7	2
74885844	4837	4074	491	763	87
67410497	12	11	4	1	0
20597002	24	11	2	13	2
21548092	90	69	9	21	2
22933957	16	9	4	7	0
208057974	18	13	3	5	0
26705414	17	13	2	4	0
66789133	26	15	4	11	4
62730596	77	35	5	42	14
34351988	17	6	2	11	2
15428227	234	160	54	74	21
156156252	69	46	8	23	3
223289237	12	11	1	1	1
68776001	43	11	5	32	11
20103414	65	25	5	40	6
32726242	35	32	6	3	0
16560776	34	21	4	13	2
20337511	25	15	7	10	3
199915683	72	45	10	27	3
15171577	99	54	17	45	14
12716032	28	22	0	6	0
62090818	525	482	42	43	3
44024225	61	33	14	28	12
16404646	12	12	8	0	0
1777941	28	20	4	8	3
24281080	12	9	2	3	0
23286567	18	16	2	2	1
77061654	142	138	20	4	1
128625959	38	13	5	25	7
14764151	43	40	14	3	1
19518744	202	158	45	44	2
18553327	23	11	6	12	5
42155488	36	13	5	23	6
17322906	22	18	2	4	2
18487918	35	25	7	10	2
32229701	17	5	4	12	4
271231282	546	505	52	41	4
21126352	15	14	4	1	0
49356728	120	112	15	8	1
147420892	24	19	6	5	2
15220953	36	12	0	24	2
17733962	237	203	33	34	8
136122427	29	13	3	16	6
24562414	22	13	2	9	2
8679332	17	16	1	1	0
38788379	25	11	2	14	1
10045512	13	10	4	3	2
33754341	40	12	1	28	3
224936788	39	29	1	10	1
80698043	93	84	15	9	3
37232274	17	16	0	1	0
